miRNA	Precursor	63aNF	65NF	53TF	63bTF	59TF	64NF	46TF	50NF	55TF	44TF	57NF	55NF	53NF	50TF	64TF	39TF	59NF	63aTF	39NF	63bNF	46NF	65TF	44NF	57TF
hsa-miR-3180	hsa-mir-3180-3	0	0	0	2	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	1
hsa-miR-3180-3p	hsa-mir-3180-4	0	0	0	2	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	1
hsa-miR-3180	hsa-mir-3180-4	0	0	0	2	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	1
hsa-miR-3180-3p	hsa-mir-3180-5	0	0	0	2	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	1
hsa-miR-3180	hsa-mir-3180-5	0	0	0	2	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	1
hsa-miR-3181	hsa-mir-3181	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	0	2
hsa-miR-3182	hsa-mir-3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3183	hsa-mir-3183	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	0	1	0	0
hsa-miR-3184-5p	hsa-mir-3184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3184-3p	hsa-mir-3184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3185	hsa-mir-3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3186-5p	hsa-mir-3186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3186-3p	hsa-mir-3186	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3187-5p	hsa-mir-3187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3187-3p	hsa-mir-3187	1	0	1	0	1	3	1	3	1	1	1	0	1	0	3	2	2	0	1	1	0	6	2	1
hsa-miR-3188	hsa-mir-3188	0	1	0	1	0	0	0	1	0	1	0	1	1	0	1	1	0	0	3	1	1	0	0	0
hsa-miR-3189-5p	hsa-mir-3189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3189-3p	hsa-mir-3189	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1
hsa-miR-3190-5p	hsa-mir-3190	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3190-3p	hsa-mir-3190	0	2	0	0	0	1	0	0	4	1	0	1	1	0	1	3	0	0	2	2	1	1	1	3
hsa-miR-3191-5p	hsa-mir-3191	0	1	0	0	0	0	1	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	2
hsa-miR-3191-3p	hsa-mir-3191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3192-5p	hsa-mir-3192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
hsa-miR-3192-3p	hsa-mir-3192	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
hsa-miR-3193	hsa-mir-3193	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3194-5p	hsa-mir-3194	0	2	2	3	0	0	0	1	8	4	0	1	1	5	11	1	0	0	1	0	0	5	1	6
hsa-miR-3194-3p	hsa-mir-3194	0	0	0	1	0	0	0	0	1	0	0	0	1	2	4	2	0	0	1	0	0	0	0	3
hsa-miR-3195	hsa-mir-3195	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
hsa-miR-3196	hsa-mir-3196	0	1	0	1	1	3	0	1	4	2	3	0	2	3	0	4	2	0	2	1	1	3	1	1
hsa-miR-3197	hsa-mir-3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-3198	hsa-mir-3198-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3198	hsa-mir-3198-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3199	hsa-mir-3199-1	1	3	0	2	1	3	1	2	0	0	2	1	4	1	1	4	2	0	0	3	1	4	2	6
hsa-miR-3199	hsa-mir-3199-2	1	3	0	2	1	3	1	2	0	0	2	1	4	1	1	4	2	0	0	3	1	4	2	6
hsa-miR-32-5p	hsa-mir-32	146	560	81	602	205	320	52	279	333	270	738	308	360	505	458	401	673	5	222	218	193	632	44	1537
hsa-miR-32-3p	hsa-mir-32	15	42	3	29	11	20	5	36	14	9	75	31	36	18	9	23	54	0	53	20	26	10	4	83
hsa-miR-3200-5p	hsa-mir-3200	2	2	1	1	1	2	1	0	2	1	2	2	1	1	7	0	2	0	2	1	3	1	1	4
hsa-miR-3200-3p	hsa-mir-3200	19	52	1	39	9	23	0	32	30	4	62	30	41	10	22	31	75	1	43	20	21	15	6	110
hsa-miR-3201	hsa-mir-3201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3202	hsa-mir-3202-1	0	0	0	3	0	0	0	0	1	0	0	1	0	1	0	2	0	0	0	1	0	1	0	0
hsa-miR-3202	hsa-mir-3202-2	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	1	1	0	2
hsa-miR-320a	hsa-mir-320a	1828	3701	3917	4749	3397	6078	1424	4136	7479	3485	5043	3698	4091	4253	7240	5476	4725	430	4235	3069	2410	4505	3095	9612
hsa-miR-320b	hsa-mir-320b-1	98	237	238	275	174	319	78	188	485	224	209	169	256	271	517	306	210	26	195	103	111	274	143	584
hsa-miR-320b	hsa-mir-320b-2	97	237	246	278	181	319	83	196	487	229	210	164	253	276	528	313	209	27	200	107	113	278	142	594
hsa-miR-320c	hsa-mir-320c-1	18	42	43	75	40	38	16	44	117	61	50	26	53	60	98	80	36	6	39	23	25	36	42	158
hsa-miR-320c	hsa-mir-320c-2	13	32	27	45	29	24	13	31	92	42	43	16	43	42	69	60	27	4	23	13	21	27	27	108
hsa-miR-320d	hsa-mir-320d-1	7	12	11	23	16	7	2	12	35	25	19	7	16	17	41	26	8	3	9	3	6	11	8	54
hsa-miR-320d	hsa-mir-320d-2	7	12	11	23	16	7	2	12	35	25	19	7	16	17	41	26	8	3	9	3	6	11	8	54
hsa-miR-320e	hsa-mir-320e	1	1	1	3	3	3	0	2	3	0	5	2	2	2	0	2	1	0	2	1	2	1	1	2
hsa-miR-323a-5p	hsa-mir-323a	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-323a-3p	hsa-mir-323a	42	93	4	4	7	13	1	10	7	7	50	20	46	6	6	11	13	1	27	66	35	19	4	15
hsa-miR-323b-5p	hsa-mir-323b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-323b-3p	hsa-mir-323b	32	50	0	0	1	6	3	2	12	6	35	26	46	1	3	8	6	1	18	36	30	11	4	6
hsa-miR-324-5p	hsa-mir-324	112	300	49	190	111	160	11	271	171	109	512	170	484	137	214	261	615	6	417	121	148	221	46	692
hsa-miR-324-3p	hsa-mir-324	66	138	27	111	73	112	10	103	126	92	189	75	165	84	83	177	206	4	145	64	87	136	31	353
hsa-miR-325	hsa-mir-325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-326	hsa-mir-326	32	100	49	106	73	193	10	134	303	58	174	82	147	104	172	192	188	6	147	46	43	146	38	359
hsa-miR-328-5p	hsa-mir-328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-328-3p	hsa-mir-328	575	903	550	762	630	673	266	783	811	585	1175	701	1169	673	476	913	1122	50	976	620	641	760	363	1628
hsa-miR-329-5p	hsa-mir-329-1	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0
hsa-miR-329-3p	hsa-mir-329-1	5	8	0	1	4	5	1	4	4	0	10	8	9	0	2	13	18	0	13	9	6	9	2	11
hsa-miR-329-5p	hsa-mir-329-2	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0
hsa-miR-329-3p	hsa-mir-329-2	5	8	0	1	4	5	1	4	4	0	10	8	9	0	2	13	18	0	13	9	6	9	2	11
hsa-miR-330-5p	hsa-mir-330	31	66	50	111	67	67	17	50	184	51	81	59	42	129	143	121	54	4	49	49	24	177	23	310
hsa-miR-330-3p	hsa-mir-330	28	36	45	45	44	53	16	61	96	48	52	38	38	75	69	70	53	10	40	24	37	67	28	135
hsa-miR-331-5p	hsa-mir-331	15	55	14	38	24	40	4	18	67	24	57	31	49	38	35	34	50	4	37	15	27	132	17	46
hsa-miR-331-3p	hsa-mir-331	220	532	183	735	526	972	45	860	993	725	1714	479	1256	866	818	1983	1474	27	1549	377	343	1175	242	2633
hsa-miR-335-5p	hsa-mir-335	856	1282	41	257	637	1858	162	1071	686	98	1687	1275	1422	240	519	722	1967	63	1472	772	992	734	410	403
hsa-miR-335-3p	hsa-mir-335	353	614	17	178	321	899	82	473	572	50	657	423	543	122	479	436	1030	24	609	434	313	842	137	265
hsa-miR-337-5p	hsa-mir-337	10	22	0	0	4	11	0	7	1	1	19	4	21	0	2	5	20	0	10	7	7	20	2	6
hsa-miR-337-3p	hsa-mir-337	23	50	3	10	16	42	3	33	14	4	60	25	46	5	5	26	77	0	50	43	25	42	15	27
hsa-miR-338-5p	hsa-mir-338	19	115	25	67	22	37	6	58	76	28	394	121	527	36	61	80	117	8	236	44	62	35	14	157
hsa-miR-338-3p	hsa-mir-338	286	1247	364	1097	345	560	123	358	791	432	1433	657	1499	599	756	621	532	51	649	705	775	836	88	2553
hsa-miR-339-5p	hsa-mir-339	199	377	124	420	196	312	50	185	1011	257	416	235	357	422	289	388	431	29	286	189	165	1205	91	739
hsa-miR-339-3p	hsa-mir-339	221	402	226	694	373	475	160	302	943	457	569	458	546	689	412	642	480	17	416	345	322	862	149	1174
hsa-miR-33a-5p	hsa-mir-33a	61	262	25	57	55	74	12	68	34	27	181	78	106	38	41	35	165	8	83	46	75	146	23	173
hsa-miR-33a-3p	hsa-mir-33a	5	29	3	6	6	22	1	10	13	9	28	23	29	11	7	11	48	0	31	9	13	16	5	33
hsa-miR-33b-5p	hsa-mir-33b	18	104	8	158	36	31	7	42	131	80	92	81	46	190	236	208	49	7	38	45	27	425	10	350
hsa-miR-33b-3p	hsa-mir-33b	3	2	1	1	2	0	0	0	3	1	5	4	7	1	2	2	3	0	3	2	1	1	0	7
hsa-miR-340-5p	hsa-mir-340	1248	4326	1467	4077	2734	2825	503	1747	10658	4068	5235	2529	2906	3639	4244	5416	4730	156	2667	1468	1477	7543	500	16007
hsa-miR-340-3p	hsa-mir-340	57	114	75	159	105	126	26	48	335	135	109	98	82	122	103	158	126	12	78	57	50	213	21	345
hsa-miR-342-5p	hsa-mir-342	25	26	87	100	75	52	54	28	170	69	45	39	22	84	191	125	33	4	56	22	25	91	29	115
hsa-miR-342-3p	hsa-mir-342	1029	2245	1515	3449	2023	2505	628	1789	6052	1664	2830	1739	2270	3376	5128	4681	2667	267	2916	958	1029	4621	603	6666
hsa-miR-345-5p	hsa-mir-345	738	1504	316	1413	544	1281	139	689	1039	558	1578	1299	1494	1165	739	1646	1290	34	1315	860	1081	1644	315	2759
hsa-miR-345-3p	hsa-mir-345	0	1	0	0	1	1	0	0	0	0	1	0	2	0	1	0	2	0	1	2	1	0	0	0
hsa-miR-346	hsa-mir-346	1	1	4	2	2	7	2	2	10	4	4	3	2	1	8	6	2	1	2	2	1	4	3	6
hsa-miR-34a-5p	hsa-mir-34a	370	1687	440	1500	1326	1119	118	849	3128	946	896	355	782	1703	2711	2670	1381	177	1256	381	305	7309	377	2646
hsa-miR-34a-3p	hsa-mir-34a	4	11	22	53	24	17	5	10	67	22	13	7	11	40	78	74	22	2	24	5	3	117	6	80
hsa-miR-34b-5p	hsa-mir-34b	8	6	0	4	6	19	1	5	45	7	14	11	2	1	23	12	13	6	12	4	8	67	12	9
hsa-miR-34b-3p	hsa-mir-34b	2	2	1	3	1	8	1	1	14	7	3	0	2	1	6	3	4	2	6	1	1	13	2	3
hsa-miR-34c-5p	hsa-mir-34c	20	70	33	24	118	186	59	46	539	85	106	81	22	20	255	135	100	75	106	35	24	602	71	92
hsa-miR-34c-3p	hsa-mir-34c	1	0	1	0	3	5	1	2	16	2	0	2	0	1	6	8	1	3	1	1	0	12	3	3
hsa-miR-3529-5p	hsa-mir-3529	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3529-3p	hsa-mir-3529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3591-5p	hsa-mir-3591	4	8	3	23	8	3	2	7	2	8	12	5	10	8	2	6	7	0	8	6	3	4	0	60
hsa-miR-3591-3p	hsa-mir-3591	1	0	0	3	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
hsa-miR-3605-5p	hsa-mir-3605	8	5	7	10	17	8	5	14	20	9	22	10	23	10	12	22	11	0	17	11	9	17	5	40
hsa-miR-3605-3p	hsa-mir-3605	28	53	108	63	86	99	28	62	92	83	55	79	62	84	120	65	41	4	40	53	36	69	50	106
hsa-miR-3606-5p	hsa-mir-3606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-3606-3p	hsa-mir-3606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3607-5p	hsa-mir-3607	933	2320	933	2774	1268	2772	168	2936	3628	1897	4003	2202	3788	2583	1063	2585	3498	56	3342	1909	1957	2893	1031	6084
hsa-miR-3607-3p	hsa-mir-3607	174	356	168	164	263	357	36	359	683	266	548	380	534	447	180	453	412	14	450	309	315	447	127	1022
hsa-miR-3609	hsa-mir-3609	7	18	21	16	14	14	10	20	49	23	27	15	19	17	14	16	12	4	28	17	11	21	20	63
hsa-miR-361-5p	hsa-mir-361	1226	2796	687	2800	1416	2621	323	2064	2949	1506	3283	2086	2826	1816	1661	1971	3195	115	2392	1381	2028	3437	764	6529
hsa-miR-361-3p	hsa-mir-361	543	1151	749	2305	1399	1392	318	699	2779	1080	1245	934	1002	2450	1889	2285	1183	58	1040	723	613	4068	424	4378
hsa-miR-3610	hsa-mir-3610	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-3611	hsa-mir-3611	3	6	2	4	1	5	0	2	8	6	6	3	12	5	7	4	9	0	3	2	5	3	1	30
hsa-miR-3612	hsa-mir-3612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3613-5p	hsa-mir-3613	29	173	20	117	34	134	6	114	82	33	210	57	83	82	106	108	161	6	104	76	31	212	17	560
hsa-miR-3613-3p	hsa-mir-3613	17	18	21	35	17	22	7	17	39	28	38	19	47	31	33	60	50	1	49	9	14	20	13	103
hsa-miR-3614-5p	hsa-mir-3614	1	4	3	5	2	1	2	2	3	3	2	0	2	2	7	6	1	1	0	0	2	9	0	1
hsa-miR-3614-3p	hsa-mir-3614	1	1	0	2	0	1	0	0	3	1	0	0	0	0	2	3	3	0	1	1	0	1	0	0
hsa-miR-3615	hsa-mir-3615	113	186	272	159	190	349	17	174	327	167	155	171	215	269	460	220	201	22	205	215	66	261	101	380
hsa-miR-3616-5p	hsa-mir-3616	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	0
hsa-miR-3616-3p	hsa-mir-3616	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-3617-5p	hsa-mir-3617	0	1	0	0	2	2	0	1	8	1	1	0	0	1	74	7	2	0	0	0	0	3	0	3
hsa-miR-3617-3p	hsa-mir-3617	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0
hsa-miR-3618	hsa-mir-3618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3619-5p	hsa-mir-3619	0	0	0	2	0	0	0	2	0	0	1	2	1	2	0	0	0	0	1	0	0	0	0	5
hsa-miR-3619-3p	hsa-mir-3619	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	1
hsa-miR-362-5p	hsa-mir-362	1009	9008	60	439	153	4014	8	2475	720	341	7820	4739	6124	384	245	330	5489	28	4325	1644	3076	1035	455	988
hsa-miR-362-3p	hsa-mir-362	33	248	8	46	41	125	6	61	57	66	353	168	194	42	39	63	225	2	122	44	72	51	19	189
hsa-miR-3620-5p	hsa-mir-3620	0	1	2	2	1	2	0	0	3	1	2	1	1	3	1	1	2	0	1	2	0	4	1	4
hsa-miR-3620-3p	hsa-mir-3620	4	2	0	7	2	7	1	4	6	0	10	3	3	7	3	2	10	0	1	5	3	7	1	13
hsa-miR-3621	hsa-mir-3621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3622a-5p	hsa-mir-3622a	1	1	0	1	1	5	0	1	0	1	4	5	1	1	1	4	2	0	2	0	1	0	3	2
hsa-miR-3622a-3p	hsa-mir-3622a	2	1	0	0	1	1	1	1	0	0	2	2	0	1	0	3	1	0	3	2	2	0	3	1
hsa-miR-3622b-5p	hsa-mir-3622b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-3622b-3p	hsa-mir-3622b	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1
hsa-miR-363-5p	hsa-mir-363	0	1	0	0	0	0	0	1	0	1	3	0	6	0	0	0	3	0	0	4	2	0	0	0
hsa-miR-363-3p	hsa-mir-363	1368	6082	413	675	454	4460	225	2828	1151	206	8020	4744	7924	450	2108	302	4666	126	3601	3332	3417	903	945	3278
hsa-miR-3646	hsa-mir-3646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3648	hsa-mir-3648-1	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	3
hsa-miR-3648	hsa-mir-3648-2	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	3
hsa-miR-3649	hsa-mir-3649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3650	hsa-mir-3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3651	hsa-mir-3651	6	12	5	3	3	16	1	9	7	6	10	8	14	14	2	12	11	0	14	7	7	11	12	15
hsa-miR-3652	hsa-mir-3652	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
hsa-miR-3653-5p	hsa-mir-3653	4	3	2	7	5	3	2	1	5	6	5	7	6	5	4	1	4	0	7	6	2	4	1	8
hsa-miR-3653-3p	hsa-mir-3653	8	9	4	2	13	9	7	5	12	6	9	11	11	7	8	10	14	1	14	9	8	17	4	15
hsa-miR-3654	hsa-mir-3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3655	hsa-mir-3655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-3656	hsa-mir-3656	2	11	8	1	15	9	10	0	3	2	3	2	7	3	0	7	23	0	18	3	2	3	9	10
hsa-miR-3657	hsa-mir-3657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3658	hsa-mir-3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3659	hsa-mir-3659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
hsa-miR-365a-5p	hsa-mir-365a	1	5	2	2	1	3	1	3	16	0	10	4	10	0	2	3	4	0	4	13	2	3	7	2
hsa-miR-365a-3p	hsa-mir-365a	116	426	259	508	475	382	64	537	1052	483	931	405	818	487	654	822	651	25	802	373	314	703	177	840
hsa-miR-365b-3p	hsa-mir-365a	116	426	259	508	475	382	64	537	1052	483	931	405	818	487	654	822	651	25	802	373	314	703	177	840
hsa-miR-365a-3p	hsa-mir-365b	116	426	259	508	475	382	64	538	1052	483	931	405	818	487	654	822	651	25	803	373	314	703	177	840
hsa-miR-365b-5p	hsa-mir-365b	5	4	4	7	7	3	1	5	14	9	6	5	0	6	9	10	4	1	1	1	0	11	4	15
hsa-miR-365b-3p	hsa-mir-365b	116	426	259	508	475	382	64	538	1052	483	931	405	818	487	654	822	651	25	803	373	314	703	177	840
hsa-miR-3660	hsa-mir-3660	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-3661	hsa-mir-3661	0	3	1	5	0	1	0	1	7	1	1	2	1	3	2	3	1	0	3	0	0	5	0	6
hsa-miR-3662	hsa-mir-3662	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
hsa-miR-3663-5p	hsa-mir-3663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3663-3p	hsa-mir-3663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3664-5p	hsa-mir-3664	0	5	0	2	0	0	0	2	0	1	5	2	1	5	2	3	2	0	2	1	1	2	1	7
hsa-miR-3664-3p	hsa-mir-3664	1	5	1	11	12	12	0	2	6	13	13	11	16	13	4	13	12	0	11	6	5	20	2	49
hsa-miR-3665	hsa-mir-3665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3666	hsa-mir-3666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3667-5p	hsa-mir-3667	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
hsa-miR-3667-3p	hsa-mir-3667	0	0	2	0	2	1	0	0	0	0	1	0	0	1	2	1	2	0	1	0	0	7	0	0
hsa-miR-3668	hsa-mir-3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-367-5p	hsa-mir-367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-367-3p	hsa-mir-367	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3670	hsa-mir-3670-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3670	hsa-mir-3670-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3670	hsa-mir-3670-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3670	hsa-mir-3670-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3671	hsa-mir-3671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3672	hsa-mir-3672	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3674	hsa-mir-3674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-3675-5p	hsa-mir-3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-3675-3p	hsa-mir-3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3677-5p	hsa-mir-3677	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-3677-3p	hsa-mir-3677	3	8	2	9	5	4	0	8	8	3	7	3	5	4	4	10	5	1	4	4	3	14	0	28
hsa-miR-3678-5p	hsa-mir-3678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hsa-miR-3678-3p	hsa-mir-3678	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-3679-5p	hsa-mir-3679	0	1	1	2	1	2	1	4	5	0	2	1	1	0	3	3	6	0	1	2	2	3	1	5
hsa-miR-3679-3p	hsa-mir-3679	0	0	0	2	1	1	0	0	0	0	0	0	4	1	0	0	0	0	1	1	0	0	0	4
hsa-miR-3680-5p	hsa-mir-3680-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-3680-3p	hsa-mir-3680-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-3680-5p	hsa-mir-3680-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-3680-3p	hsa-mir-3680-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-3681-5p	hsa-mir-3681	2	1	0	0	0	1	0	0	0	2	1	1	1	2	0	5	0	0	0	0	0	2	0	7
hsa-miR-3681-3p	hsa-mir-3681	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3682-5p	hsa-mir-3682	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3682-3p	hsa-mir-3682	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3683	hsa-mir-3683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3684	hsa-mir-3684	0	1	0	2	0	1	1	1	1	1	3	0	1	0	1	2	0	0	2	3	2	0	0	0
hsa-miR-3685	hsa-mir-3685	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	2	0	1	0	0	0
hsa-miR-3686	hsa-mir-3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3687	hsa-mir-3687-1	1	2	3	1	0	1	0	0	1	5	1	1	3	2	4	1	1	0	2	5	2	0	0	4
hsa-miR-3687	hsa-mir-3687-2	1	2	3	1	0	1	0	0	1	5	1	1	3	2	4	1	1	0	2	5	2	0	0	4
