Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),grouping,Instrument,LibraryLayout,LibrarySelection,LibrarySource,molecule_subtype,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,tissue_sample_type
SRR14819410,miRNA-Seq,50,31803950,PRJNA737991,SAMN19713666,12989360,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149956,GSM5385693,Moderate,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385693,EDTA Platelet Depleted Plasma_Moderate,SRP324141,EDTA Platelet Depleted Plasma
SRR14819411,miRNA-Seq,50,31328000,PRJNA737991,SAMN19713666,12788905,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149956,GSM5385693,Moderate,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385693,EDTA Platelet Depleted Plasma_Moderate,SRP324141,EDTA Platelet Depleted Plasma
SRR14819412,miRNA-Seq,50,31426900,PRJNA737991,SAMN19713666,12772580,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149956,GSM5385693,Moderate,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385693,EDTA Platelet Depleted Plasma_Moderate,SRP324141,EDTA Platelet Depleted Plasma
SRR14819413,miRNA-Seq,50,31432900,PRJNA737991,SAMN19713666,12755302,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149956,GSM5385693,Moderate,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385693,EDTA Platelet Depleted Plasma_Moderate,SRP324141,EDTA Platelet Depleted Plasma
SRR14819414,miRNA-Seq,50,107762600,PRJNA737991,SAMN19713665,42082791,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149957,GSM5385694,Moderate,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385694,EDTA Platelet Depleted Plasma_Moderate,SRP324141,EDTA Platelet Depleted Plasma
SRR14819415,miRNA-Seq,50,106867600,PRJNA737991,SAMN19713665,41693588,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149957,GSM5385694,Moderate,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385694,EDTA Platelet Depleted Plasma_Moderate,SRP324141,EDTA Platelet Depleted Plasma
SRR14819416,miRNA-Seq,50,107359400,PRJNA737991,SAMN19713665,41772858,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149957,GSM5385694,Moderate,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385694,EDTA Platelet Depleted Plasma_Moderate,SRP324141,EDTA Platelet Depleted Plasma
SRR14819417,miRNA-Seq,50,107323950,PRJNA737991,SAMN19713665,41632716,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149957,GSM5385694,Moderate,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385694,EDTA Platelet Depleted Plasma_Moderate,SRP324141,EDTA Platelet Depleted Plasma
SRR14819418,miRNA-Seq,50,87566850,PRJNA737991,SAMN19713664,34458628,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149958,GSM5385695,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385695,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819419,miRNA-Seq,50,86716950,PRJNA737991,SAMN19713664,34102638,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149958,GSM5385695,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385695,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819420,miRNA-Seq,50,86992200,PRJNA737991,SAMN19713664,34114385,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149958,GSM5385695,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385695,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819421,miRNA-Seq,50,87002850,PRJNA737991,SAMN19713664,34006680,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149958,GSM5385695,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385695,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819422,miRNA-Seq,50,93037200,PRJNA737991,SAMN19713663,35985500,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149959,GSM5385696,Moderate,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385696,EDTA Platelet Depleted Plasma_Moderate,SRP324141,EDTA Platelet Depleted Plasma
SRR14819423,miRNA-Seq,50,92453300,PRJNA737991,SAMN19713663,35727023,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149959,GSM5385696,Moderate,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385696,EDTA Platelet Depleted Plasma_Moderate,SRP324141,EDTA Platelet Depleted Plasma
SRR14819424,miRNA-Seq,50,92415100,PRJNA737991,SAMN19713663,35612403,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149959,GSM5385696,Moderate,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385696,EDTA Platelet Depleted Plasma_Moderate,SRP324141,EDTA Platelet Depleted Plasma
SRR14819425,miRNA-Seq,50,92648750,PRJNA737991,SAMN19713663,35572005,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149959,GSM5385696,Moderate,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385696,EDTA Platelet Depleted Plasma_Moderate,SRP324141,EDTA Platelet Depleted Plasma
SRR14819426,miRNA-Seq,50,106186450,PRJNA737991,SAMN19713662,41612040,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149960,GSM5385697,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385697,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819427,miRNA-Seq,50,105191800,PRJNA737991,SAMN19713662,41221046,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149960,GSM5385697,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385697,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819428,miRNA-Seq,50,105040400,PRJNA737991,SAMN19713662,41051620,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149960,GSM5385697,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385697,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819429,miRNA-Seq,50,105147000,PRJNA737991,SAMN19713662,40922230,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149960,GSM5385697,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385697,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819430,miRNA-Seq,50,50842100,PRJNA737991,SAMN19713661,20117791,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149961,GSM5385698,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385698,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819431,miRNA-Seq,50,50370550,PRJNA737991,SAMN19713661,19915407,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149961,GSM5385698,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385698,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819432,miRNA-Seq,50,50523400,PRJNA737991,SAMN19713661,19904707,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149961,GSM5385698,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385698,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819433,miRNA-Seq,50,50453750,PRJNA737991,SAMN19713661,19826118,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149961,GSM5385698,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385698,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819434,miRNA-Seq,50,48011050,PRJNA737991,SAMN19713660,18723119,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149962,GSM5385699,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385699,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819435,miRNA-Seq,50,47590100,PRJNA737991,SAMN19713660,18561141,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149962,GSM5385699,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385699,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819436,miRNA-Seq,50,47430150,PRJNA737991,SAMN19713660,18437496,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149962,GSM5385699,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385699,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819437,miRNA-Seq,50,47622100,PRJNA737991,SAMN19713660,18435403,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149962,GSM5385699,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385699,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819438,miRNA-Seq,50,112607150,PRJNA737991,SAMN19713636,43445715,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149963,GSM5385700,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385700,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819439,miRNA-Seq,50,111549700,PRJNA737991,SAMN19713636,43043049,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149963,GSM5385700,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385700,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819440,miRNA-Seq,50,111765200,PRJNA737991,SAMN19713636,42989332,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149963,GSM5385700,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385700,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819441,miRNA-Seq,50,111591600,PRJNA737991,SAMN19713636,42758160,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149963,GSM5385700,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385700,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819442,miRNA-Seq,50,27094050,PRJNA737991,SAMN19713635,10554706,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149884,GSM5385701,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385701,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819443,miRNA-Seq,50,26959750,PRJNA737991,SAMN19713635,10509179,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149884,GSM5385701,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385701,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819444,miRNA-Seq,50,26836800,PRJNA737991,SAMN19713635,10409549,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149884,GSM5385701,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385701,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819445,miRNA-Seq,50,26866200,PRJNA737991,SAMN19713635,10381519,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149884,GSM5385701,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385701,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819446,miRNA-Seq,50,142188050,PRJNA737991,SAMN19713634,48617960,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149885,GSM5385702,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385702,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819447,miRNA-Seq,50,141581750,PRJNA737991,SAMN19713634,48319312,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149885,GSM5385702,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385702,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819448,miRNA-Seq,50,142053250,PRJNA737991,SAMN19713634,48272028,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149885,GSM5385702,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385702,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819449,miRNA-Seq,50,142158350,PRJNA737991,SAMN19713634,48102264,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149885,GSM5385702,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385702,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819450,miRNA-Seq,50,44668400,PRJNA737991,SAMN19713633,16434186,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149886,GSM5385703,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385703,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819451,miRNA-Seq,50,44480100,PRJNA737991,SAMN19713633,16356154,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149886,GSM5385703,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385703,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819452,miRNA-Seq,50,44604250,PRJNA737991,SAMN19713633,16327703,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149886,GSM5385703,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385703,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819453,miRNA-Seq,50,44646650,PRJNA737991,SAMN19713633,16287418,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149886,GSM5385703,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385703,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819454,miRNA-Seq,50,41328150,PRJNA737991,SAMN19713632,15498485,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149887,GSM5385704,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385704,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819455,miRNA-Seq,50,41046300,PRJNA737991,SAMN19713632,15400130,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149887,GSM5385704,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385704,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819456,miRNA-Seq,50,41097750,PRJNA737991,SAMN19713632,15347967,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149887,GSM5385704,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385704,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819457,miRNA-Seq,50,41197100,PRJNA737991,SAMN19713632,15331601,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149887,GSM5385704,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385704,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819458,miRNA-Seq,50,56634700,PRJNA737991,SAMN19713631,21984864,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149888,GSM5385705,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385705,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819459,miRNA-Seq,50,55558850,PRJNA737991,SAMN19713631,21573597,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149888,GSM5385705,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385705,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819460,miRNA-Seq,50,55783900,PRJNA737991,SAMN19713631,21618518,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149888,GSM5385705,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385705,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819461,miRNA-Seq,50,55737200,PRJNA737991,SAMN19713631,21499208,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149888,GSM5385705,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385705,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819462,miRNA-Seq,50,105121750,PRJNA737991,SAMN19713630,40583694,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149889,GSM5385706,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385706,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819463,miRNA-Seq,50,104022800,PRJNA737991,SAMN19713630,40178153,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149889,GSM5385706,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385706,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819464,miRNA-Seq,50,103442250,PRJNA737991,SAMN19713630,39843310,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149889,GSM5385706,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385706,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819465,miRNA-Seq,50,104250750,PRJNA737991,SAMN19713630,39963767,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149889,GSM5385706,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385706,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819466,miRNA-Seq,50,62657500,PRJNA737991,SAMN19713629,24719474,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149890,GSM5385707,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385707,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819467,miRNA-Seq,50,62110500,PRJNA737991,SAMN19713629,24498356,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149890,GSM5385707,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385707,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819468,miRNA-Seq,50,61828850,PRJNA737991,SAMN19713629,24298781,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149890,GSM5385707,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385707,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
SRR14819469,miRNA-Seq,50,62033350,PRJNA737991,SAMN19713629,24297882,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149890,GSM5385707,Negative Control,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385707,EDTA Platelet Depleted Plasma_Negative Control,SRP324141,EDTA Platelet Depleted Plasma
